rowid,building,floor,height,rooms,square,price
5-1,5,3,23,2комн.,62.48,8741100
5-10,5,4,23,2комн.,62.48,8745100
5-103,5,15,23,2комн.,65.07,9283400
5-11,5,4,23,2комн.,69.44,10032000
5-111,5,16,23,2комн.,65.07,9287600
5-119,5,17,23,2комн.,65.07,9346200
5-120,5,17,23,1комн.,45.12,7050100
5-127,5,18,23,2комн.,65.07,9350400
5-128,5,18,23,1комн.,45.12,7053100
5-13,5,4,23,1комн.,40.46,6173700
5-135,5,19,23,2комн.,65.07,9354600
5-136,5,19,23,1комн.,45.12,7056000
5-14,5,4,23,1комн.,40.46,6173700
5-143,5,20,23,2комн.,65.07,9358800
5-144,5,20,23,1комн.,45.12,7058900
5-15,5,4,23,1комн.,41.65,6355200
5-151,5,21,23,2комн.,65.07,9363000
5-152,5,21,23,1комн.,45.12,7061800
5-159,5,22,23,2комн.,65.07,9429900
5-160,5,22,23,1комн.,45.12,7108200
5-167,5,23,23,2комн.,65.07,10790200
5-168,5,23,23,1комн.,45.12,7723500
5-17,5,4,23,2комн.,65.97,9233600
5-19,5,5,23,2комн.,62.48,8749100
5-2,5,3,23,2комн.,69.44,10027500
5-20,5,5,23,2комн.,69.44,10036400
5-26,5,5,23,2комн.,65.97,9237800
5-28,5,6,23,2комн.,62.48,8753200
5-29,5,6,23,2комн.,69.44,10040900
5-35,5,6,23,2комн.,65.97,9242100
5-38,5,7,23,2комн.,69.44,10045300
5-4,5,3,23,1комн.,40.46,6171100
5-44,5,7,23,2комн.,65.97,9246300
5-46,5,8,23,2комн.,62.48,8761200
5-6,5,3,23,1комн.,41.65,6352600
5-7,5,3,23,2комн.,60.22,8386200
5-71,5,11,23,2комн.,65.07,9266700
5-79,5,12,23,2комн.,65.07,9270900
5-8,5,3,23,2комн.,65.97,9229400
5-80,5,12,23,1комн.,45.12,6997900
5-87,5,13,23,2комн.,65.07,9275100
5-88,5,13,23,1комн.,45.12,7000800
5-9,5,3,23,1комн.,37.43,5733000
5-95,5,14,23,2комн.,65.07,9279200
5-96,5,14,23,1комн.,45.12,7003700
