rowid,building,floor,height,rooms,square,price
2-11,2,4,32,2комн.,68.64,10277200
2-122,2,16,32,2комн.,63.24,9571500
2-126,2,16,32,1комн.,38.79,6312600
2-134,2,18,32,1комн.,38.8,6329400
2-135,2,18,32,1комн.,38.79,6327700
2-140,2,19,32,2комн.,63.24,9595500
2-15,2,4,32,2комн.,64.5,9578500
2-153,2,20,32,1комн.,38.79,6330100
2-173,2,23,32,2комн.,68.64,10714500
2-174,2,23,32,2комн.,60.66,9394700
2-176,2,23,32,2комн.,63.24,9794200
2-179,2,23,32,1комн.,38.8,6450800
2-18,2,4,32,1комн.,38.79,6225800
2-180,2,23,32,1комн.,38.79,6449200
2-181,2,24,32,2комн.,58.34,9109600
2-182,2,24,32,2комн.,68.64,10843800
2-183,2,24,32,2комн.,60.66,9508900
2-185,2,24,32,2комн.,63.24,9913300
2-186,2,24,32,2комн.,64.5,10110900
2-187,2,24,32,3комн.,86.25,13133200
2-188,2,24,32,1комн.,38.8,6523900
2-189,2,24,32,1комн.,38.79,6522200
2-190,2,25,32,2комн.,58.34,9219400
2-191,2,25,32,2комн.,68.64,10973000
2-192,2,25,32,2комн.,60.66,9623100
2-193,2,25,32,1комн.,38.59,6584900
2-194,2,25,32,2комн.,63.24,10032400
2-195,2,25,32,2комн.,64.5,10232300
2-196,2,25,32,3комн.,86.25,13295700
2-197,2,25,32,1комн.,38.8,6597000
2-198,2,25,32,1комн.,38.79,6595300
2-199,2,26,32,2комн.,58.34,9365000
2-2,2,3,32,2комн.,68.64,10273000
2-20,2,5,32,2комн.,68.64,10277200
2-200,2,26,32,2комн.,68.64,11144300
2-201,2,26,32,2комн.,60.66,9774500
2-202,2,26,32,1комн.,38.59,6681100
2-203,2,26,32,2комн.,63.24,10190200
2-204,2,26,32,2комн.,64.5,10393200
2-205,2,26,32,3комн.,86.25,13510800
2-206,2,26,32,1комн.,38.8,6693800
2-207,2,26,32,1комн.,38.79,6692100
2-208,2,27,32,2комн.,58.34,9474800
2-209,2,27,32,2комн.,68.64,11273500
2-210,2,27,32,2комн.,60.66,9888700
2-211,2,27,32,1комн.,38.59,6753800
2-212,2,27,32,2комн.,63.24,10309300
2-213,2,27,32,2комн.,64.5,10514700
2-215,2,27,32,1комн.,38.8,6766800
2-216,2,27,32,1комн.,38.79,6765100
2-217,2,28,32,2комн.,58.34,9584700
2-218,2,28,32,2комн.,68.64,11402800
2-219,2,28,32,2комн.,60.66,10002900
2-220,2,28,32,1комн.,38.59,6826500
2-221,2,28,32,2комн.,63.24,10428400
2-222,2,28,32,2комн.,64.5,10636200
2-223,2,28,32,3комн.,86.25,13835700
2-224,2,28,32,1комн.,38.8,6839900
2-225,2,28,32,1комн.,38.79,6838100
2-226,2,29,32,2комн.,58.34,9694600
2-227,2,29,32,2комн.,68.64,11532000
2-228,2,29,32,2комн.,60.66,10117200
2-229,2,29,32,1комн.,38.59,6899200
2-230,2,29,32,2комн.,63.24,10547500
2-231,2,29,32,2комн.,64.5,10757600
2-232,2,29,32,3комн.,86.25,13998100
2-233,2,29,32,1комн.,38.8,6913000
2-234,2,29,32,1комн.,38.79,6911200
2-235,2,30,32,2комн.,58.34,9804400
2-236,2,30,32,2комн.,68.64,11661300
2-237,2,30,32,2комн.,60.66,10231400
2-238,2,30,32,1комн.,38.59,6971800
2-239,2,30,32,2комн.,63.24,10666600
2-240,2,30,32,2комн.,64.5,10879100
2-241,2,30,32,3комн.,86.25,14160500
2-242,2,30,32,1комн.,38.8,6986000
2-243,2,30,32,1комн.,38.79,6984200
2-244,2,31,32,2комн.,58.34,9914300
2-245,2,31,32,2комн.,68.64,11790600
2-246,2,31,32,2комн.,60.66,10345600
2-247,2,31,32,1комн.,38.59,7044500
2-248,2,31,32,2комн.,63.24,10785700
2-249,2,31,32,2комн.,64.5,11000500
2-250,2,31,32,3комн.,86.25,14323000
2-251,2,31,32,1комн.,38.8,7059100
2-252,2,31,32,1комн.,38.79,7057300
2-253,2,32,32,2комн.,58.34,10134000
2-254,2,32,32,2комн.,68.64,12049100
2-255,2,32,32,2комн.,60.66,10574100
2-256,2,32,32,1комн.,38.59,7189800
2-257,2,32,32,2комн.,63.24,11023800
2-258,2,32,32,2комн.,64.5,11243500
2-259,2,32,32,3комн.,86.25,14647800
2-260,2,32,32,1комн.,38.8,7205200
2-261,2,32,32,1комн.,38.79,7203400
2-29,2,6,32,2комн.,68.64,10277200
2-5,2,3,32,2комн.,63.24,9387500
2-8,2,3,32,1комн.,38.8,6225000
2-99,2,13,32,1комн.,38.79,6250900
