building,floor,height,rooms,rowid,square,price
1-83,1,16,32,2комн.,62.65,9631300
1-86,1,17,32,2комн.,65.53,10133100
1-88,1,17,32,2комн.,62.36,9642900
1-94,1,19,32,2комн.,62.36,9656500
2-11,2,4,32,2комн.,68.64,10492100
2-122,2,16,32,2комн.,63.24,9769200
2-125,2,16,32,1комн.,38.8,6458500
2-126,2,16,32,1комн.,38.79,6456800
2-128,2,18,32,2комн.,68.64,10719100
2-131,2,18,32,2комн.,63.24,9794400
2-132,2,18,32,2комн.,64.5,9989600
2-134,2,18,32,1комн.,38.8,6473900
2-140,2,19,32,2комн.,63.24,9793600
2-15,2,4,32,2комн.,64.5,9776300
2-161,2,21,32,1комн.,38.8,6479400
2-172,2,23,32,2комн.,58.34,9467800
2-17,2,4,32,1комн.,38.8,6370600
2-173,2,23,32,2комн.,68.64,11271800
2-174,2,23,32,2комн.,60.66,9883300
2-176,2,23,32,2комн.,63.24,10303700
2-177,2,23,32,2комн.,64.5,10509000
2-179,2,23,32,1комн.,38.8,6504400
2-180,2,23,32,1комн.,38.79,6502700
2-181,2,24,32,2комн.,58.34,9583400
2-182,2,24,32,2комн.,68.64,11407800
2-18,2,4,32,1комн.,38.79,6369000
2-183,2,24,32,2комн.,60.66,10003500
2-185,2,24,32,2комн.,63.24,10429000
2-186,2,24,32,2комн.,64.5,10636800
2-187,2,24,32,3комн.,86.25,13816400
2-188,2,24,32,1комн.,38.8,6581200
2-190,2,25,32,2комн.,58.34,9699000
2-191,2,25,32,2комн.,68.64,11543800
2-192,2,25,32,2комн.,60.66,10123700
2-193,2,25,32,1комн.,38.59,6646900
2-194,2,25,32,2комн.,63.24,10554300
2-195,2,25,32,2комн.,64.5,10764600
2-196,2,25,32,3комн.,86.25,13987300
2-197,2,25,32,1комн.,38.8,6658100
2-198,2,25,32,1комн.,38.79,6656400
2-199,2,26,32,2комн.,58.34,9852100
2-200,2,26,32,2комн.,68.64,11723900
2-201,2,26,32,2комн.,60.66,10282900
2-202,2,26,32,1комн.,38.59,6748200
2-20,2,5,32,2комн.,68.64,10492100
2-203,2,26,32,2комн.,63.24,10720200
2-204,2,26,32,2комн.,64.5,10933800
2-205,2,26,32,3комн.,86.25,14213600
2-206,2,26,32,1комн.,38.8,6759900
2-207,2,26,32,1комн.,38.79,6758200
2-208,2,27,32,2комн.,58.34,9967700
2-209,2,27,32,2комн.,68.64,11859900
2-210,2,27,32,2комн.,60.66,10403100
2-211,2,27,32,1комн.,38.59,6824600
2-212,2,27,32,2комн.,63.24,10845500
2-213,2,27,32,2комн.,64.5,11061600
2-215,2,27,32,1комн.,38.8,6836800
2-216,2,27,32,1комн.,38.79,6835000
2-217,2,28,32,2комн.,58.34,10083200
2-218,2,28,32,2комн.,68.64,11995900
2-219,2,28,32,2комн.,60.66,10523200
2-220,2,28,32,1комн.,38.59,6901100
2-221,2,28,32,2комн.,63.24,10970800
2-222,2,28,32,2комн.,64.5,11189400
2-223,2,28,32,3комн.,86.25,14555400
2-2,2,3,32,2комн.,68.64,10487700
2-224,2,28,32,1комн.,38.8,6913700
2-225,2,28,32,1комн.,38.79,6911900
2-226,2,29,32,2комн.,58.34,10198800
2-227,2,29,32,2комн.,68.64,12131900
2-228,2,29,32,2комн.,60.66,10643400
2-229,2,29,32,1комн.,38.59,6977500
2-230,2,29,32,2комн.,63.24,11096100
2-231,2,29,32,2комн.,64.5,11317200
2-232,2,29,32,3комн.,86.25,14726200
2-233,2,29,32,1комн.,38.8,6990500
2-234,2,29,32,1комн.,38.79,6988700
2-235,2,30,32,2комн.,58.34,10314400
2-236,2,30,32,2комн.,68.64,12267900
2-237,2,30,32,2комн.,60.66,10763600
2-238,2,30,32,1комн.,38.59,7054000
2-239,2,30,32,2комн.,63.24,11221400
2-240,2,30,32,2комн.,64.5,11445000
2-241,2,30,32,3комн.,86.25,14897100
2-242,2,30,32,1комн.,38.8,7067400
2-243,2,30,32,1комн.,38.79,7065600
2-244,2,31,32,2комн.,58.34,10430000
2-245,2,31,32,2комн.,68.64,12403900
2-246,2,31,32,2комн.,60.66,10883800
2-247,2,31,32,1комн.,38.59,7130400
2-248,2,31,32,2комн.,63.24,11346700
2-249,2,31,32,2комн.,64.5,11572800
2-250,2,31,32,3комн.,86.25,15068000
2-251,2,31,32,1комн.,38.8,7144300
2-252,2,31,32,1комн.,38.79,7142400
2-253,2,32,32,2комн.,58.34,10661100
2-254,2,32,32,2комн.,68.64,12675800
2-255,2,32,32,2комн.,60.66,11124100
2-256,2,32,32,1комн.,38.59,7283300
2-257,2,32,32,2комн.,63.24,11597200
2-258,2,32,32,2комн.,64.5,11828300
2-259,2,32,32,3комн.,86.25,15409700
2-260,2,32,32,1комн.,38.8,7298000
2-261,2,32,32,1комн.,38.79,7296100
2-29,2,6,32,2комн.,68.64,10492100
2-5,2,3,32,2комн.,63.24,9581300
2-8,2,3,32,1комн.,38.8,6368100
2-99,2,13,32,1комн.,38.79,6394400
3-101,3,15,32,1комн.,40.73,6799100
3-102,3,15,32,2комн.,65.33,10035700
3-10,3,4,32,3комн.,90.49,13275600
3-12,3,4,32,1комн.,40.88,6736300
3-126,3,19,32,2комн.,63.93,9907900
3-133,3,20,32,2комн.,63.93,9912000
3-1,3,3,32,2комн.,60.9,9220500
3-140,3,21,32,2комн.,63.93,9916900
3-14,3,4,32,2комн.,65.33,9895400
3-146,3,22,32,2комн.,69.36,10763700
3-153,3,23,32,2комн.,69.36,11269600
3-15,3,4,32,3комн.,88.11,12926400
3-154,3,23,32,2комн.,63.93,10387300
3-160,3,24,32,2комн.,69.36,11412400
3-161,3,24,32,2комн.,63.93,10518900
3-16,3,4,32,2комн.,58.58,8873000
3-167,3,25,32,2комн.,69.36,11555100
3-168,3,25,32,2комн.,63.93,10650500
3-17,3,5,32,2комн.,60.9,9228300
3-174,3,26,32,2комн.,69.36,11742500
3-175,3,26,32,2комн.,63.93,10782100
3-181,3,27,32,2комн.,69.36,11885300
3-182,3,27,32,2комн.,63.93,10913700
3-188,3,28,32,2комн.,69.36,12028000
3-189,3,28,32,2комн.,63.93,11045300
3-195,3,29,32,2комн.,69.36,12170800
3-196,3,29,32,2комн.,63.93,11176900
3-202,3,30,32,2комн.,69.36,12313600
3-203,3,30,32,2комн.,63.93,11308500
3-209,3,31,32,2комн.,69.36,12456300
3-210,3,31,32,2комн.,63.93,11440100
3-21,3,5,32,1комн.,40.73,6714200
3-216,3,32,32,2комн.,69.36,12670500
3-217,3,32,32,2комн.,63.93,11637400
3-2,3,3,32,3комн.,90.49,13269800
3-23,3,5,32,3комн.,88.11,12932100
3-24,3,5,32,2комн.,58.58,8876700
3-25,3,6,32,2комн.,60.9,9232200
3-29,3,6,32,1комн.,40.73,6716800
3-31,3,6,32,3комн.,88.11,12937800
3-32,3,6,32,2комн.,58.58,8880500
3-3,3,3,32,1комн.,41.96,6911600
3-33,3,7,32,2комн.,60.9,9236100
3-39,3,7,32,3комн.,88.11,12943400
3-41,3,8,32,2комн.,60.9,9240100
3-49,3,9,32,2комн.,60.9,9240100
3-57,3,10,32,2комн.,60.9,9327000
3-6,3,3,32,2комн.,65.33,9891200
3-64,3,10,32,2комн.,58.58,8971700
3-65,3,11,32,2комн.,60.9,9331700
3-68,3,11,32,1комн.,40.88,6808400
3-70,3,11,32,2комн.,65.33,10010500
3-72,3,11,32,2комн.,58.58,8976200
3-73,3,12,32,2комн.,60.9,9339600
3-7,3,3,32,3комн.,88.11,12920800
3-77,3,12,32,1комн.,40.73,6788600
3-79,3,12,32,3комн.,88.11,13093100
3-80,3,12,32,2комн.,58.58,8983800
3-81,3,13,32,2комн.,60.9,9343500
3-8,3,3,32,2комн.,58.58,8869200
3-84,3,13,32,1комн.,40.88,6816200
3-85,3,13,32,1комн.,40.73,6791200
3-86,3,13,32,2комн.,65.33,10023100
3-87,3,13,32,3комн.,88.11,13098700
3-89,3,14,32,2комн.,60.9,9351300
3-93,3,14,32,1комн.,40.73,6796500
3-9,3,4,32,2комн.,60.9,9224400
3-97,3,15,32,2комн.,60.9,9355200
4-10,4,4,23,3комн.,88.21,12963800
4-113,4,17,23,2комн.,64.08,9981400
4-114,4,17,23,1комн.,45.75,7703600
4-120,4,18,23,2комн.,64.08,9986300
4-127,4,19,23,2комн.,64.08,9990500
4-128,4,19,23,1комн.,45.75,7710100
4-141,4,21,23,2комн.,64.08,9998700
4-142,4,21,23,1комн.,45.75,7716000
4-1,4,3,23,2комн.,61.03,9253500
4-148,4,22,23,2комн.,64.08,10002800
4-15,4,4,23,3комн.,87.99,12931500
4-155,4,23,23,2комн.,64.08,10729100
4-156,4,23,23,1комн.,45.75,7904900
4-17,4,5,23,2комн.,61.03,9262100
4-23,4,5,23,3комн.,87.99,12938300
4-2,4,3,23,3комн.,88.21,12958100
4-24,4,5,23,2комн.,58.66,8902500
4-25,4,6,23,2комн.,61.03,9266100
4-32,4,6,23,2комн.,58.66,8906200
4-33,4,7,23,2комн.,61.03,9270000
4-41,4,8,23,2комн.,61.03,9273900
4-4,4,3,23,1комн.,40.81,6702700
4-48,4,8,23,2комн.,58.66,8913800
4-49,4,9,23,2комн.,61.03,9277800
4-5,4,3,23,1комн.,40.66,6678100
4-57,4,10,23,2комн.,61.03,9415200
4-63,4,10,23,3комн.,87.99,13159000
4-6,4,3,23,2комн.,65.34,9907000
4-64,4,10,23,2комн.,58.66,9049600
4-65,4,11,23,2комн.,61.03,9419200
4-66,4,11,23,3комн.,88.21,13197600
4-72,4,11,23,2комн.,58.66,9053400
4-73,4,12,23,2комн.,61.03,9423900
4-7,4,3,23,3комн.,87.99,12925800
4-79,4,12,23,3комн.,87.99,13171400
4-81,4,13,23,2комн.,61.03,9427800
4-82,4,13,23,3комн.,88.21,13210000
4-8,4,3,23,2комн.,58.66,8894100
4-87,4,13,23,3комн.,87.99,13177100
4-88,4,13,23,2комн.,58.66,9061700
4-89,4,14,23,2комн.,61.03,9431700
4-9,4,4,23,2комн.,61.03,9257400
4-95,4,14,23,3комн.,87.99,13182800
4-96,4,14,23,2комн.,58.66,9065500
4-97,4,15,23,2комн.,61.03,9435600
4-98,4,15,23,3комн.,88.21,13221400
5-103,5,15,23,2комн.,65.07,10082900
5-10,5,4,23,2комн.,62.48,9491000
5-111,5,16,23,2комн.,65.07,10087900
5-11,5,4,23,2комн.,69.44,10860900
5-119,5,17,23,2комн.,65.07,10152300
5-120,5,17,23,1комн.,45.12,7609100
5-127,5,18,23,2комн.,65.07,10156500
5-128,5,18,23,1комн.,45.12,7612000
5-13,5,4,23,1комн.,40.46,6656700
5-135,5,19,23,2комн.,65.07,10160700
5-136,5,19,23,1комн.,45.12,7614900
5-143,5,20,23,2комн.,65.07,10169900
5-144,5,20,23,1комн.,45.12,7621300
5-151,5,21,23,2комн.,65.07,10174100
5-152,5,21,23,1комн.,45.12,7624200
5-1,5,3,23,2комн.,62.48,9486200
5-15,5,4,23,1комн.,41.65,6852500
5-159,5,22,23,2комн.,65.07,10178300
5-160,5,22,23,1комн.,45.12,7627100
5-167,5,23,23,2комн.,65.07,10790200
5-168,5,23,23,1комн.,45.12,7723500
5-17,5,4,23,2комн.,65.97,10021200
5-19,5,5,23,2комн.,62.48,9495000
5-20,5,5,23,2комн.,69.44,10865400
5-2,5,3,23,2комн.,69.44,10855600
5-26,5,5,23,2комн.,65.97,10025400
5-28,5,6,23,2комн.,62.48,9499100
5-29,5,6,23,2комн.,69.44,10869900
5-35,5,6,23,2комн.,65.97,10029700
5-38,5,7,23,2комн.,69.44,10874400
5-44,5,7,23,2комн.,65.97,10033900
5-4,5,3,23,1комн.,40.46,6653600
5-46,5,8,23,2комн.,62.48,9507100
5-6,5,3,23,1комн.,41.65,6849300
5-71,5,11,23,2комн.,65.07,10066100
5-7,5,3,23,2комн.,60.22,9104300
5-79,5,12,23,2комн.,65.07,10070300
5-80,5,12,23,1комн.,45.12,7552200
5-8,5,3,23,2комн.,65.97,10016100
5-87,5,13,23,2комн.,65.07,10074500
5-88,5,13,23,1комн.,45.12,7555100
5-9,5,3,23,1комн.,37.43,6179400
5-95,5,14,23,2комн.,65.07,10078700
5-96,5,14,23,1комн.,45.12,7558000
