rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,9066100
4-10,4,4,23,3комн.,88.21,12713300
4-105,4,16,23,2комн.,61.03,9264700
4-112,4,16,23,2комн.,58.66,8904900
4-113,4,17,23,2комн.,64.08,9780900
4-114,4,17,23,1комн.,45.75,7531900
4-119,4,17,23,2комн.,58.66,8953700
4-120,4,18,23,2комн.,64.08,9785600
4-123,4,18,23,1комн.,40.66,6696900
4-125,4,18,23,3комн.,87.99,13042000
4-126,4,18,23,2комн.,58.66,8958000
4-127,4,19,23,2комн.,64.08,9790300
4-128,4,19,23,1комн.,45.75,7538700
4-141,4,21,23,2комн.,64.08,9798200
4-142,4,21,23,1комн.,45.75,7544200
4-144,4,21,23,1комн.,40.66,6704900
4-146,4,21,23,3комн.,87.99,13059300
4-148,4,22,23,2комн.,64.08,9802100
4-15,4,4,23,3комн.,87.99,12681600
4-150,4,22,23,1комн.,40.81,6732100
4-151,4,22,23,1комн.,40.66,6707400
4-152,4,22,23,2комн.,65.34,9994800
4-155,4,23,23,2комн.,64.08,10198600
4-156,4,23,23,1комн.,45.75,7830100
4-157,4,23,23,1комн.,40.81,6984600
4-158,4,23,23,1комн.,40.66,6959000
4-159,4,23,23,2комн.,65.34,10399100
4-160,4,23,23,3комн.,87.99,13609100
4-161,4,23,23,2комн.,58.66,9336000
4-17,4,5,23,2комн.,61.03,9074300
4-2,4,3,23,3комн.,88.21,12707900
4-23,4,5,23,3комн.,87.99,12688000
4-24,4,5,23,2комн.,58.66,8722000
4-25,4,6,23,2комн.,61.03,9078100
4-32,4,6,23,2комн.,58.66,8725500
4-33,4,7,23,2комн.,61.03,9081800
4-4,4,3,23,1комн.,40.81,6552000
4-41,4,8,23,2комн.,61.03,9086300
4-49,4,9,23,2комн.,61.03,9087800
4-5,4,3,23,1комн.,40.66,6527900
4-6,4,3,23,2комн.,65.34,9706400
4-64,4,10,23,2комн.,58.66,8866100
4-65,4,11,23,2комн.,61.03,9228100
4-7,4,3,23,3комн.,87.99,12676200
4-72,4,11,23,2комн.,58.66,8869700
4-73,4,12,23,2комн.,61.03,9232600
4-79,4,12,23,3комн.,87.99,12916200
4-8,4,3,23,2комн.,58.66,8714100
4-81,4,13,23,2комн.,61.03,9237000
4-82,4,13,23,3комн.,88.21,12954900
4-87,4,13,23,3комн.,87.99,12922600
4-88,4,13,23,2комн.,58.66,8878300
4-89,4,14,23,2комн.,61.03,9240800
4-9,4,4,23,2комн.,61.03,9069900
4-95,4,14,23,3комн.,87.99,12928000
4-96,4,14,23,2комн.,58.66,8881900
4-97,4,15,23,2комн.,61.03,9244500
