rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,9253500
4-10,4,4,23,3комн.,88.21,12963800
4-113,4,17,23,2комн.,64.08,9981400
4-114,4,17,23,1комн.,45.75,7703600
4-120,4,18,23,2комн.,64.08,9986300
4-127,4,19,23,2комн.,64.08,9990500
4-128,4,19,23,1комн.,45.75,7710100
4-141,4,21,23,2комн.,64.08,9998700
4-142,4,21,23,1комн.,45.75,7716000
4-148,4,22,23,2комн.,64.08,10002800
4-15,4,4,23,3комн.,87.99,12931500
4-155,4,23,23,2комн.,64.08,10729100
4-156,4,23,23,1комн.,45.75,7904900
4-17,4,5,23,2комн.,61.03,9262100
4-2,4,3,23,3комн.,88.21,12958100
4-23,4,5,23,3комн.,87.99,12938300
4-24,4,5,23,2комн.,58.66,8902500
4-25,4,6,23,2комн.,61.03,9266100
4-32,4,6,23,2комн.,58.66,8906200
4-33,4,7,23,2комн.,61.03,9270000
4-4,4,3,23,1комн.,40.81,6702700
4-41,4,8,23,2комн.,61.03,9273900
4-48,4,8,23,2комн.,58.66,8913800
4-49,4,9,23,2комн.,61.03,9277800
4-5,4,3,23,1комн.,40.66,6678100
4-57,4,10,23,2комн.,61.03,9415200
4-6,4,3,23,2комн.,65.34,9907000
4-63,4,10,23,3комн.,87.99,13159000
4-64,4,10,23,2комн.,58.66,9049600
4-65,4,11,23,2комн.,61.03,9419200
4-66,4,11,23,3комн.,88.21,13197600
4-7,4,3,23,3комн.,87.99,12925800
4-72,4,11,23,2комн.,58.66,9053400
4-73,4,12,23,2комн.,61.03,9423900
4-79,4,12,23,3комн.,87.99,13171400
4-8,4,3,23,2комн.,58.66,8894100
4-81,4,13,23,2комн.,61.03,9427800
4-82,4,13,23,3комн.,88.21,13210000
4-87,4,13,23,3комн.,87.99,13177100
4-88,4,13,23,2комн.,58.66,9061700
4-89,4,14,23,2комн.,61.03,9431700
4-9,4,4,23,2комн.,61.03,9257400
4-95,4,14,23,3комн.,87.99,13182800
4-96,4,14,23,2комн.,58.66,9065500
4-97,4,15,23,2комн.,61.03,9435600
4-98,4,15,23,3комн.,88.21,13221400
