rowid,building,floor,height,rooms,square,price
3-1,3,3,32,2комн.,60.9,9220500
3-10,3,4,32,3комн.,90.49,13275600
3-101,3,15,32,1комн.,40.73,6799100
3-102,3,15,32,2комн.,65.33,10035700
3-12,3,4,32,1комн.,40.88,6736300
3-126,3,19,32,2комн.,63.93,9907900
3-133,3,20,32,2комн.,63.93,9912000
3-14,3,4,32,2комн.,65.33,9895400
3-140,3,21,32,2комн.,63.93,9916900
3-146,3,22,32,2комн.,69.36,10763700
3-15,3,4,32,3комн.,88.11,12926400
3-153,3,23,32,2комн.,69.36,11269600
3-154,3,23,32,2комн.,63.93,10387300
3-16,3,4,32,2комн.,58.58,8873000
3-160,3,24,32,2комн.,69.36,11412400
3-161,3,24,32,2комн.,63.93,10518900
3-167,3,25,32,2комн.,69.36,11555100
3-168,3,25,32,2комн.,63.93,10650500
3-17,3,5,32,2комн.,60.9,9228300
3-174,3,26,32,2комн.,69.36,11742500
3-175,3,26,32,2комн.,63.93,10782100
3-181,3,27,32,2комн.,69.36,11885300
3-182,3,27,32,2комн.,63.93,10913700
3-188,3,28,32,2комн.,69.36,12028000
3-189,3,28,32,2комн.,63.93,11045300
3-195,3,29,32,2комн.,69.36,12170800
3-196,3,29,32,2комн.,63.93,11176900
3-2,3,3,32,3комн.,90.49,13269800
3-202,3,30,32,2комн.,69.36,12313600
3-203,3,30,32,2комн.,63.93,11308500
3-209,3,31,32,2комн.,69.36,12456300
3-21,3,5,32,1комн.,40.73,6714200
3-210,3,31,32,2комн.,63.93,11440100
3-216,3,32,32,2комн.,69.36,12670500
3-217,3,32,32,2комн.,63.93,11637400
3-23,3,5,32,3комн.,88.11,12932100
3-24,3,5,32,2комн.,58.58,8876700
3-25,3,6,32,2комн.,60.9,9232200
3-29,3,6,32,1комн.,40.73,6716800
3-3,3,3,32,1комн.,41.96,6911600
3-31,3,6,32,3комн.,88.11,12937800
3-32,3,6,32,2комн.,58.58,8880500
3-33,3,7,32,2комн.,60.9,9236100
3-39,3,7,32,3комн.,88.11,12943400
3-41,3,8,32,2комн.,60.9,9240100
3-49,3,9,32,2комн.,60.9,9240100
3-57,3,10,32,2комн.,60.9,9327000
3-6,3,3,32,2комн.,65.33,9891200
3-64,3,10,32,2комн.,58.58,8971700
3-65,3,11,32,2комн.,60.9,9331700
3-68,3,11,32,1комн.,40.88,6808400
3-7,3,3,32,3комн.,88.11,12920800
3-70,3,11,32,2комн.,65.33,10010500
3-72,3,11,32,2комн.,58.58,8976200
3-73,3,12,32,2комн.,60.9,9339600
3-77,3,12,32,1комн.,40.73,6788600
3-79,3,12,32,3комн.,88.11,13093100
3-8,3,3,32,2комн.,58.58,8869200
3-80,3,12,32,2комн.,58.58,8983800
3-81,3,13,32,2комн.,60.9,9343500
3-84,3,13,32,1комн.,40.88,6816200
3-85,3,13,32,1комн.,40.73,6791200
3-86,3,13,32,2комн.,65.33,10023100
3-87,3,13,32,3комн.,88.11,13098700
3-89,3,14,32,2комн.,60.9,9351300
3-9,3,4,32,2комн.,60.9,9224400
3-93,3,14,32,1комн.,40.73,6796500
3-97,3,15,32,2комн.,60.9,9355200
