1,3,32,1комн.,"1-3",39.69,4859100
1,4,32,1комн.,"1-9",39.69,4861300
1,5,32,1комн.,"1-15",39.69,4863600
1,6,32,1комн.,"1-21",39.69,4865800
1,10,32,1комн.,"1-45",39.69,4921800
1,32,32,1комн.,"1-171",39.69,7207300
1,32,32,1комн.,"1-170",40.03,7269000
1,32,32,1комн.,"1-173",40.04,7270900
1,3,32,2комн.,"1-4",62.36,7341600
1,4,32,2комн.,"1-10",62.36,7345100
1,5,32,2комн.,"1-16",62.36,7348600
1,6,32,2комн.,"1-22",62.36,7352200
1,7,32,2комн.,"1-28",62.36,7355700
1,8,32,2комн.,"1-34",62.36,7359200
1,9,32,2комн.,"1-40",62.36,7362700
1,3,32,2комн.,"1-5",62.65,7375700
1,4,32,2комн.,"1-11",62.65,7379300
1,5,32,2комн.,"1-17",62.65,7382800
1,6,32,2комн.,"1-23",62.65,7386300
1,7,32,2комн.,"1-29",62.65,7389900
1,8,32,2комн.,"1-35",62.65,7393400
1,10,32,2комн.,"1-46",62.36,7440200
1,10,32,2комн.,"1-47",62.65,7474800
1,3,32,2комн.,"1-2",65.53,7714800
1,4,32,2комн.,"1-8",65.53,7718500
1,5,32,2комн.,"1-14",65.53,7722200
1,6,32,2комн.,"1-20",65.53,7725900
1,7,32,2комн.,"1-26",65.53,7729600
1,8,32,2комн.,"1-32",65.53,7733300
1,9,32,2комн.,"1-38",65.53,7737000
1,10,32,2комн.,"1-44",65.53,7818400
1,4,32,3комн.,"1-7",79.41,8979500
1,3,32,3комн.,"1-6",86.83,9862600
1,4,32,3комн.,"1-12",86.83,9867500
1,5,32,3комн.,"1-18",86.83,9872400
1,6,32,3комн.,"1-24",86.83,9877300
1,7,32,3комн.,"1-30",86.83,9882200
1,8,32,3комн.,"1-36",86.83,10034200
1,9,32,3комн.,"1-42",86.83,10039100
1,10,32,3комн.,"1-48",86.83,10048900
1,32,32,2комн.,"1-172",62.36,11031000
1,32,32,4комн.,"1-169",101.67,17219000
1,32,32,4комн.,"1-174",106.54,18043800
2,3,32,1комн.,"2-4",38.59,4724400
2,4,32,1комн.,"2-13",38.59,4726600
2,5,32,1комн.,"2-22",38.59,4728800
2,6,32,1комн.,"2-31",38.59,4731000
2,7,32,1комн.,"2-40",38.59,4733100
2,8,32,1комн.,"2-49",38.59,4735300
2,9,32,1комн.,"2-58",38.59,4737500
2,3,32,1комн.,"2-9",38.79,4748900
2,3,32,1комн.,"2-8",38.8,4750100
2,4,32,1комн.,"2-18",38.79,4751100
2,4,32,1комн.,"2-17",38.8,4752300
2,5,32,1комн.,"2-27",38.79,4753300
2,5,32,1комн.,"2-26",38.8,4754500
2,6,32,1комн.,"2-36",38.79,4755500
2,6,32,1комн.,"2-35",38.8,4756700
2,7,32,1комн.,"2-45",38.79,4757700
2,7,32,1комн.,"2-44",38.8,4758900
2,8,32,1комн.,"2-54",38.79,4759900
2,8,32,1комн.,"2-53",38.8,4761100
2,9,32,1комн.,"2-63",38.79,4762100
2,9,32,1комн.,"2-62",38.8,4763300
2,10,32,1комн.,"2-72",38.79,4766400
2,10,32,1комн.,"2-71",38.8,4767700
2,3,32,2комн.,"2-1",58.34,6868300
2,4,32,2комн.,"2-10",58.34,6871600
2,5,32,2комн.,"2-19",58.34,6874900
2,32,32,1комн.,"2-256",38.59,6876800
2,6,32,2комн.,"2-28",58.34,6878200
2,7,32,2комн.,"2-37",58.34,6881500
2,8,32,2комн.,"2-46",58.34,6884800
2,32,32,1комн.,"2-261",38.79,6890600
2,32,32,1комн.,"2-260",38.8,6892400
2,10,32,2комн.,"2-64",58.34,6894700
2,3,32,2комн.,"2-3",60.66,7141500
2,4,32,2комн.,"2-12",60.66,7144900
2,5,32,2комн.,"2-21",60.66,7148300
2,6,32,2комн.,"2-30",60.66,7151700
2,7,32,2комн.,"2-39",60.66,7155200
2,8,32,2комн.,"2-48",60.66,7158600
2,9,32,2комн.,"2-57",60.66,7162000
2,10,32,2комн.,"2-66",60.66,7168800
2,3,32,2комн.,"2-5",63.24,7445200
2,4,32,2комн.,"2-14",63.24,7448800
2,5,32,2комн.,"2-23",63.24,7452300
2,6,32,2комн.,"2-32",63.24,7455900
2,7,32,2комн.,"2-41",63.24,7459500
2,8,32,2комн.,"2-50",63.24,7463000
2,9,32,2комн.,"2-59",63.24,7466600
2,10,32,2комн.,"2-68",63.24,7473800
2,3,32,2комн.,"2-6",64.5,7593500
2,4,32,2комн.,"2-15",64.5,7597200
2,5,32,2комн.,"2-24",64.5,7600800
2,6,32,2комн.,"2-33",64.5,7604500
2,7,32,2комн.,"2-42",64.5,7608100
2,8,32,2комн.,"2-51",64.5,7611700
2,9,32,2комн.,"2-60",64.5,7615400
2,10,32,2комн.,"2-69",64.5,7622700
2,3,32,2комн.,"2-2",68.64,8158400
2,4,32,2комн.,"2-11",68.64,8162300
2,5,32,2комн.,"2-20",68.64,8166200
2,6,32,2комн.,"2-29",68.64,8170100
