rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,8977900
4-10,4,4,23,3комн.,88.21,12565500
4-113,4,17,23,2комн.,64.08,9682100
4-114,4,17,23,1комн.,45.75,7490000
4-120,4,18,23,2комн.,64.08,9686300
4-127,4,19,23,2комн.,64.08,9690400
4-128,4,19,23,1комн.,45.75,7495800
4-141,4,21,23,2комн.,64.08,9698600
4-142,4,21,23,1комн.,45.75,7501700
4-148,4,22,23,2комн.,64.08,9702800
4-15,4,4,23,3комн.,87.99,12534100
4-155,4,23,23,2комн.,64.08,10729100
4-156,4,23,23,1комн.,45.75,7904900
4-17,4,5,23,2комн.,61.03,8985800
4-2,4,3,23,3комн.,88.21,12559800
4-23,4,5,23,3комн.,87.99,12539800
4-24,4,5,23,2комн.,58.66,8636800
4-25,4,6,23,2комн.,61.03,8989700
4-32,4,6,23,2комн.,58.66,8640600
4-33,4,7,23,2комн.,61.03,8993600
4-4,4,3,23,1комн.,40.81,6518400
4-41,4,8,23,2комн.,61.03,8997500
4-48,4,8,23,2комн.,58.66,8648100
4-49,4,9,23,2комн.,61.03,9001500
4-5,4,3,23,1комн.,40.66,6494500
4-56,4,9,23,2комн.,58.66,8651900
4-57,4,10,23,2комн.,61.03,9134900
4-6,4,3,23,2комн.,65.34,9611900
4-63,4,10,23,3комн.,87.99,12754900
4-64,4,10,23,2комн.,58.66,8780200
4-65,4,11,23,2комн.,61.03,9138900
4-66,4,11,23,3комн.,88.21,12792400
4-7,4,3,23,3комн.,87.99,12528500
4-72,4,11,23,2комн.,58.66,8784000
4-73,4,12,23,2комн.,61.03,9142800
4-79,4,12,23,3комн.,87.99,12766200
4-8,4,3,23,2комн.,58.66,8629300
4-81,4,13,23,2комн.,61.03,9146700
4-82,4,13,23,3комн.,88.21,12803800
4-87,4,13,23,3комн.,87.99,12771900
4-88,4,13,23,2комн.,58.66,8791500
4-89,4,14,23,2комн.,61.03,9150600
4-9,4,4,23,2комн.,61.03,8981800
4-95,4,14,23,3комн.,87.99,12777500
4-96,4,14,23,2комн.,58.66,8795300
4-97,4,15,23,2комн.,61.03,9154600
4-98,4,15,23,3комн.,88.21,12815100
