rowid,building,floor,height,rooms,square,price
3-1,3,3,32,2комн.,60.9,8520100
3-10,3,4,32,3комн.,90.49,12238400
3-101,3,15,32,1комн.,40.73,6298700
3-102,3,15,32,2комн.,65.33,9278500
3-105,3,16,32,2комн.,60.9,8653200
3-106,3,16,32,3комн.,90.49,12430400
3-108,3,16,32,1комн.,40.88,6324500
3-109,3,16,32,1комн.,40.73,6301300
3-12,3,4,32,1комн.,40.88,6237800
3-14,3,4,32,2комн.,65.33,9144000
3-15,3,4,32,3комн.,88.11,11916500
3-16,3,4,32,2комн.,58.58,8199300
3-17,3,5,32,2комн.,60.9,8527900
3-2,3,3,32,3комн.,90.49,12232500
3-23,3,5,32,3комн.,88.11,11922100
3-24,3,5,32,2комн.,58.58,8203000
3-25,3,6,32,2комн.,60.9,8531800
3-29,3,6,32,1комн.,40.73,6220100
3-3,3,3,32,1комн.,41.96,6399900
3-30,3,6,32,2комн.,65.33,9152400
3-31,3,6,32,3комн.,88.11,11927800
3-32,3,6,32,2комн.,58.58,8206800
3-33,3,7,32,2комн.,60.9,8535700
3-38,3,7,32,2комн.,65.33,9156600
3-39,3,7,32,3комн.,88.11,11933500
3-41,3,8,32,2комн.,60.9,8539600
3-49,3,9,32,2комн.,60.9,8543600
3-52,3,9,32,1комн.,40.88,6250900
3-54,3,9,32,2комн.,65.33,9165000
3-57,3,10,32,2комн.,60.9,8629700
3-6,3,3,32,2комн.,65.33,9139800
3-64,3,10,32,2комн.,58.58,8301000
3-65,3,11,32,2комн.,60.9,8633700
3-66,3,11,32,3комн.,90.49,12401300
3-68,3,11,32,1комн.,40.88,6311400
3-69,3,11,32,1комн.,40.73,6288200
3-7,3,3,32,3комн.,88.11,11910800
3-70,3,11,32,2комн.,65.33,9261700
3-71,3,11,32,3комн.,88.11,12075200
3-72,3,11,32,2комн.,58.58,8304800
3-73,3,12,32,2комн.,60.9,8637600
3-76,3,12,32,1комн.,40.88,6314000
3-77,3,12,32,1комн.,40.73,6290800
3-79,3,12,32,3комн.,88.11,12080800
3-8,3,3,32,2комн.,58.58,8195500
3-80,3,12,32,2комн.,58.58,8308500
3-81,3,13,32,2комн.,60.9,8641500
3-82,3,13,32,3комн.,90.49,12413000
3-84,3,13,32,1комн.,40.88,6316600
3-85,3,13,32,1комн.,40.73,6293500
3-86,3,13,32,2комн.,65.33,9270100
3-87,3,13,32,3комн.,88.11,12086500
3-88,3,13,32,2комн.,58.58,8312300
3-89,3,14,32,2комн.,60.9,8645400
3-9,3,4,32,2комн.,60.9,8524000
3-93,3,14,32,1комн.,40.73,6296100
3-97,3,15,32,2комн.,60.9,8649300
