rowid,building,floor,height,rooms,square,price
3-1,3,3,32,2комн.,60.9,8520100
3-10,3,4,32,3комн.,90.49,12238400
3-101,3,15,32,1комн.,40.73,6298700
3-102,3,15,32,2комн.,65.33,9278500
3-105,3,16,32,2комн.,60.9,8653200
3-106,3,16,32,3комн.,90.49,12430400
3-108,3,16,32,1комн.,40.88,6324500
3-109,3,16,32,1комн.,40.73,6301300
3-113,3,18,32,2комн.,60.9,8712000
3-116,3,18,32,1комн.,40.88,6364000
3-117,3,18,32,1комн.,40.73,6340600
3-12,3,4,32,1комн.,40.88,6237800
3-120,3,19,32,2комн.,60.9,8715900
3-123,3,19,32,1комн.,40.88,6366600
3-124,3,19,32,1комн.,40.73,6343200
3-126,3,19,32,2комн.,63.93,9149600
3-127,3,20,32,2комн.,60.9,8719800
3-130,3,20,32,1комн.,40.88,6369200
3-133,3,20,32,2комн.,63.93,9153700
3-134,3,21,32,2комн.,60.9,8723800
3-137,3,21,32,1комн.,40.88,6371900
3-138,3,21,32,1комн.,40.73,6348500
3-14,3,4,32,2комн.,65.33,9144000
3-140,3,21,32,2комн.,63.93,9157800
3-145,3,22,32,1комн.,40.73,6351100
3-146,3,22,32,2комн.,69.36,9940100
3-148,3,23,32,2комн.,60.9,9895000
3-149,3,23,32,3комн.,90.49,14275600
3-15,3,4,32,3комн.,88.11,11916500
3-150,3,23,32,1комн.,41.96,7042200
3-151,3,23,32,1комн.,40.88,6860900
3-152,3,23,32,1комн.,40.73,6835800
3-153,3,23,32,2комн.,69.36,11269600
3-154,3,23,32,2комн.,63.93,10387300
3-155,3,24,32,2комн.,60.9,10020400
3-156,3,24,32,3комн.,90.49,14461800
3-157,3,24,32,1комн.,41.96,7128600
3-158,3,24,32,1комн.,40.88,6945100
3-159,3,24,32,1комн.,40.73,6919600
3-16,3,4,32,2комн.,58.58,8199300
3-160,3,24,32,2комн.,69.36,11412400
3-161,3,24,32,2комн.,63.93,10518900
3-162,3,25,32,2комн.,60.9,10145700
3-163,3,25,32,3комн.,90.49,14648100
3-164,3,25,32,1комн.,41.96,7214900
3-165,3,25,32,1комн.,40.88,7029200
3-166,3,25,32,1комн.,40.73,7003400
3-167,3,25,32,2комн.,69.36,11555100
3-168,3,25,32,2комн.,63.93,10650500
3-169,3,26,32,2комн.,60.9,10271100
3-17,3,5,32,2комн.,60.9,8527900
3-170,3,26,32,3комн.,90.49,14892500
3-171,3,26,32,1комн.,41.96,7328300
3-172,3,26,32,1комн.,40.88,7139700
3-173,3,26,32,1комн.,40.73,7113500
3-174,3,26,32,2комн.,69.36,11742500
3-175,3,26,32,2комн.,63.93,10782100
3-176,3,27,32,2комн.,60.9,10396400
3-177,3,27,32,3комн.,90.49,15078800
3-178,3,27,32,1комн.,41.96,7414700
3-179,3,27,32,1комн.,40.88,7223800
3-18,3,5,32,3комн.,90.49,12244200
3-180,3,27,32,1комн.,40.73,7197300
3-181,3,27,32,2комн.,69.36,11885300
3-182,3,27,32,2комн.,63.93,10913700
3-183,3,28,32,2комн.,60.9,10521800
3-184,3,28,32,3комн.,90.49,15265100
3-185,3,28,32,1комн.,41.96,7501000
3-186,3,28,32,1комн.,40.88,7308000
3-187,3,28,32,1комн.,40.73,7281200
3-188,3,28,32,2комн.,69.36,12028000
3-189,3,28,32,2комн.,63.93,11045300
3-190,3,29,32,2комн.,60.9,10647100
3-191,3,29,32,3комн.,90.49,15451300
3-192,3,29,32,1комн.,41.96,7587400
3-193,3,29,32,1комн.,40.88,7392100
3-194,3,29,32,1комн.,40.73,7365000
3-195,3,29,32,2комн.,69.36,12170800
3-196,3,29,32,2комн.,63.93,11176900
3-197,3,30,32,2комн.,60.9,10772500
3-198,3,30,32,3комн.,90.49,15637600
3-199,3,30,32,1комн.,41.96,7673800
3-2,3,3,32,3комн.,90.49,12232500
3-200,3,30,32,1комн.,40.88,7476300
3-201,3,30,32,1комн.,40.73,7448800
3-202,3,30,32,2комн.,69.36,12313600
3-203,3,30,32,2комн.,63.93,11308500
3-204,3,31,32,2комн.,60.9,10897800
3-205,3,31,32,3комн.,90.49,15823800
3-206,3,31,32,1комн.,41.96,7760100
3-207,3,31,32,1комн.,40.88,7560400
3-208,3,31,32,1комн.,40.73,7532700
3-209,3,31,32,2комн.,69.36,12456300
3-21,3,5,32,1комн.,40.73,6217500
3-210,3,31,32,2комн.,63.93,11440100
3-211,3,32,32,2комн.,60.9,11085900
3-212,3,32,32,3комн.,90.49,16103200
3-213,3,32,32,1комн.,41.96,7889700
3-214,3,32,32,1комн.,40.88,7686600
3-215,3,32,32,1комн.,40.73,7658400
3-216,3,32,32,2комн.,69.36,12670500
3-217,3,32,32,2комн.,63.93,11637400
3-22,3,5,32,2комн.,65.33,9148200
3-23,3,5,32,3комн.,88.11,11922100
3-24,3,5,32,2комн.,58.58,8203000
3-25,3,6,32,2комн.,60.9,8531800
3-29,3,6,32,1комн.,40.73,6220100
3-3,3,3,32,1комн.,41.96,6399900
3-30,3,6,32,2комн.,65.33,9152400
3-31,3,6,32,3комн.,88.11,11927800
3-32,3,6,32,2комн.,58.58,8206800
3-33,3,7,32,2комн.,60.9,8535700
3-38,3,7,32,2комн.,65.33,9156600
3-39,3,7,32,3комн.,88.11,11933500
3-41,3,8,32,2комн.,60.9,8539600
3-49,3,9,32,2комн.,60.9,8543600
3-54,3,9,32,2комн.,65.33,9165000
3-57,3,10,32,2комн.,60.9,8629700
3-6,3,3,32,2комн.,65.33,9139800
3-64,3,10,32,2комн.,58.58,8301000
3-65,3,11,32,2комн.,60.9,8633700
3-66,3,11,32,3комн.,90.49,12401300
3-68,3,11,32,1комн.,40.88,6311400
3-69,3,11,32,1комн.,40.73,6288200
3-7,3,3,32,3комн.,88.11,11910800
3-70,3,11,32,2комн.,65.33,9261700
3-71,3,11,32,3комн.,88.11,12075200
3-72,3,11,32,2комн.,58.58,8304800
3-73,3,12,32,2комн.,60.9,8637600
3-76,3,12,32,1комн.,40.88,6314000
3-77,3,12,32,1комн.,40.73,6290800
3-78,3,12,32,2комн.,65.33,9265900
3-79,3,12,32,3комн.,88.11,12080800
3-8,3,3,32,2комн.,58.58,8195500
3-80,3,12,32,2комн.,58.58,8308500
3-81,3,13,32,2комн.,60.9,8641500
3-82,3,13,32,3комн.,90.49,12413000
3-84,3,13,32,1комн.,40.88,6316600
3-85,3,13,32,1комн.,40.73,6293500
3-86,3,13,32,2комн.,65.33,9270100
3-87,3,13,32,3комн.,88.11,12086500
3-88,3,13,32,2комн.,58.58,8312300
3-89,3,14,32,2комн.,60.9,8645400
3-9,3,4,32,2комн.,60.9,8524000
3-92,3,14,32,1комн.,40.88,6319300
3-93,3,14,32,1комн.,40.73,6296100
3-97,3,15,32,2комн.,60.9,8649300
