rowid,building,floor,height,rooms,square,price
5-1,5,3,23,2комн.,62.48,9298300
5-10,5,4,23,2комн.,62.48,9302900
5-101,5,14,23,2комн.,65.97,9895200
5-103,5,15,23,2комн.,65.07,9883500
5-105,5,15,23,1комн.,40.46,6556600
5-106,5,15,23,1комн.,40.46,6556600
5-109,5,15,23,2комн.,65.97,9899200
5-11,5,4,23,2комн.,69.44,10636400
5-111,5,16,23,2комн.,65.07,9889100
5-115,5,16,23,1комн.,41.65,6753000
5-117,5,16,23,2комн.,65.97,9904900
5-119,5,17,23,2комн.,65.07,9951900
5-120,5,17,23,1комн.,45.12,7442000
5-121,5,17,23,1комн.,40.46,6599200
5-122,5,17,23,1комн.,40.46,6599200
5-123,5,17,23,1комн.,41.65,6793300
5-125,5,17,23,2комн.,65.97,10008900
5-127,5,18,23,2комн.,65.07,9955900
5-128,5,18,23,1комн.,45.12,7444800
5-129,5,18,23,1комн.,40.46,6601700
5-13,5,4,23,1комн.,40.46,6509600
5-133,5,18,23,2комн.,65.97,10012900
5-135,5,19,23,2комн.,65.07,9960700
5-136,5,19,23,1комн.,45.12,7448100
5-137,5,19,23,1комн.,40.46,6604600
5-139,5,19,23,1комн.,41.65,6798900
5-141,5,19,23,2комн.,65.97,10017800
5-143,5,20,23,2комн.,65.07,9969400
5-144,5,20,23,1комн.,45.12,7454200
5-145,5,20,23,1комн.,40.46,6610100
5-146,5,20,23,1комн.,40.46,6610100
5-147,5,20,23,1комн.,41.65,6804500
5-149,5,20,23,2комн.,65.97,10026700
5-15,5,4,23,1комн.,41.65,6701100
5-151,5,21,23,2комн.,65.07,9973400
5-152,5,21,23,1комн.,45.12,7456900
5-153,5,21,23,1комн.,40.46,6612500
5-154,5,21,23,1комн.,40.46,6612500
5-155,5,21,23,1комн.,41.65,6807000
5-157,5,21,23,2комн.,65.97,10030700
5-159,5,22,23,2комн.,65.07,9977400
5-160,5,22,23,1комн.,45.12,7459700
5-162,5,22,23,1комн.,40.46,6615000
5-163,5,22,23,1комн.,41.65,6809600
5-165,5,22,23,2комн.,65.97,10034700
5-167,5,23,23,2комн.,65.07,10256700
5-168,5,23,23,1комн.,45.12,7653300
5-169,5,23,23,1комн.,40.46,6862900
5-17,5,4,23,2комн.,65.97,9822600
5-170,5,23,23,1комн.,40.46,6862900
5-171,5,23,23,1комн.,41.65,7064700
5-172,5,23,23,2комн.,60.22,9455400
5-173,5,23,23,2комн.,65.97,10398600
5-19,5,5,23,2комн.,62.48,9306700
5-2,5,3,23,2комн.,69.44,10631300
5-20,5,5,23,2комн.,69.44,10640700
5-26,5,5,23,2комн.,65.97,9826600
5-28,5,6,23,2комн.,62.48,9311300
5-29,5,6,23,2комн.,69.44,10645800
5-35,5,6,23,2комн.,65.97,9831400
5-38,5,7,23,2комн.,69.44,10650000
5-4,5,3,23,1комн.,40.46,6506700
5-44,5,7,23,2комн.,65.97,9835500
5-46,5,8,23,2комн.,62.48,9319000
5-55,5,9,23,2комн.,62.48,9338100
5-6,5,3,23,1комн.,41.65,6698000
5-63,5,10,23,2комн.,62.48,9353300
5-69,5,10,23,2комн.,65.97,9835500
5-71,5,11,23,2комн.,65.07,9867600
5-77,5,11,23,2комн.,65.97,9842700
5-79,5,12,23,2комн.,65.07,9871600
5-8,5,3,23,2комн.,65.97,9817700
5-80,5,12,23,1комн.,45.12,7386300
5-82,5,12,23,1комн.,40.46,6549200
5-83,5,12,23,1комн.,41.65,6741800
5-85,5,12,23,2комн.,65.97,9887100
5-87,5,13,23,2комн.,65.07,9875600
5-88,5,13,23,1комн.,45.12,7389100
5-89,5,13,23,1комн.,40.46,6551700
5-9,5,3,23,1комн.,37.43,6042300
5-90,5,13,23,1комн.,40.46,6551700
5-91,5,13,23,1комн.,41.65,6744400
5-93,5,13,23,2комн.,65.97,9891100
5-94,5,13,23,1комн.,37.43,6083900
5-95,5,14,23,2комн.,65.07,9879500
5-96,5,14,23,1комн.,45.12,7391800
5-97,5,14,23,1комн.,40.46,6554200
5-98,5,14,23,1комн.,40.46,6554200
5-99,5,14,23,1комн.,41.65,6746900
