rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,8538200
4-10,4,4,23,3комн.,88.21,11930000
4-105,4,16,23,2комн.,61.03,8711000
4-112,4,16,23,2комн.,58.66,8372700
4-113,4,17,23,2комн.,64.08,9204000
4-114,4,17,23,1комн.,45.75,6816100
4-115,4,17,23,1комн.,40.81,6080100
4-116,4,17,23,1комн.,40.66,6057700
4-118,4,17,23,3комн.,87.99,12222900
4-119,4,17,23,2комн.,58.66,8425500
4-120,4,18,23,2комн.,64.08,9208100
4-123,4,18,23,1комн.,40.66,6060300
4-124,4,18,23,2комн.,65.34,9389200
4-125,4,18,23,3комн.,87.99,12228500
4-126,4,18,23,2комн.,58.66,8429300
4-127,4,19,23,2комн.,64.08,9212300
4-128,4,19,23,1комн.,45.75,6821900
4-131,4,19,23,2комн.,65.34,9393400
4-132,4,19,23,3комн.,87.99,12234200
4-133,4,19,23,2комн.,58.66,8433100
4-138,4,20,23,2комн.,65.34,9397600
4-139,4,20,23,3комн.,87.99,12239800
4-141,4,21,23,2комн.,64.08,9220500
4-142,4,21,23,1комн.,45.75,6827800
4-144,4,21,23,1комн.,40.66,6068200
4-145,4,21,23,2комн.,65.34,9401800
4-146,4,21,23,3комн.,87.99,12245500
4-148,4,22,23,2комн.,64.08,9286500
4-149,4,22,23,1комн.,45.75,6874900
4-15,4,4,23,3комн.,87.99,11900300
4-150,4,22,23,1комн.,40.81,6132600
4-151,4,22,23,1комн.,40.66,6110000
4-152,4,22,23,2комн.,65.34,9469000
4-155,4,23,23,2комн.,64.08,10729100
4-156,4,23,23,1комн.,45.75,7904900
4-157,4,23,23,1комн.,40.81,7051300
4-158,4,23,23,1комн.,40.66,7025400
4-159,4,23,23,2комн.,65.34,10940000
4-16,4,4,23,2комн.,58.66,8210400
4-160,4,23,23,3комн.,87.99,14317000
4-161,4,23,23,2комн.,58.66,9821600
4-17,4,5,23,2комн.,61.03,8546100
4-18,4,5,23,3комн.,88.21,11935700
4-2,4,3,23,3комн.,88.21,11924300
4-22,4,5,23,2комн.,65.34,9149600
4-23,4,5,23,3комн.,87.99,11905900
4-24,4,5,23,2комн.,58.66,8214200
4-25,4,6,23,2комн.,61.03,8550000
4-32,4,6,23,2комн.,58.66,8218000
4-33,4,7,23,2комн.,61.03,8553900
4-4,4,3,23,1комн.,40.81,5927800
4-41,4,8,23,2комн.,61.03,8557900
4-42,4,8,23,3комн.,88.21,11952700
4-48,4,8,23,2комн.,58.66,8225500
4-49,4,9,23,2комн.,61.03,8561800
4-5,4,3,23,1комн.,40.66,5906000
4-56,4,9,23,2комн.,58.66,8229300
4-57,4,10,23,2комн.,61.03,8687400
4-6,4,3,23,2комн.,65.34,9141200
4-63,4,10,23,3комн.,87.99,12109700
4-64,4,10,23,2комн.,58.66,8350100
4-65,4,11,23,2комн.,61.03,8691300
4-66,4,11,23,3комн.,88.21,12145600
4-7,4,3,23,3комн.,87.99,11894600
4-71,4,11,23,3комн.,87.99,12115300
4-72,4,11,23,2комн.,58.66,8353800
4-73,4,12,23,2комн.,61.03,8695300
4-74,4,12,23,3комн.,88.21,12151300
4-79,4,12,23,3комн.,87.99,12121000
4-8,4,3,23,2комн.,58.66,8206700
4-80,4,12,23,2комн.,58.66,8357600
4-81,4,13,23,2комн.,61.03,8699200
4-82,4,13,23,3комн.,88.21,12157000
4-85,4,13,23,1комн.,40.66,6013300
4-86,4,13,23,2комн.,65.34,9313500
4-87,4,13,23,3комн.,87.99,12126600
4-88,4,13,23,2комн.,58.66,8361400
4-89,4,14,23,2комн.,61.03,8703100
4-9,4,4,23,2комн.,61.03,8542200
4-95,4,14,23,3комн.,87.99,12132300
4-96,4,14,23,2комн.,58.66,8365100
4-97,4,15,23,2комн.,61.03,8707100
4-98,4,15,23,3комн.,88.21,12168300
