rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,8538200
4-10,4,4,23,3комн.,88.21,11930000
4-105,4,16,23,2комн.,61.03,8711000
4-112,4,16,23,2комн.,58.66,8372700
4-15,4,4,23,3комн.,87.99,11900300
4-16,4,4,23,2комн.,58.66,8210400
4-17,4,5,23,2комн.,61.03,8546100
4-2,4,3,23,3комн.,88.21,11924300
4-23,4,5,23,3комн.,87.99,11905900
4-24,4,5,23,2комн.,58.66,8214200
4-25,4,6,23,2комн.,61.03,8550000
4-32,4,6,23,2комн.,58.66,8218000
4-33,4,7,23,2комн.,61.03,8553900
4-4,4,3,23,1комн.,40.81,6224400
4-41,4,8,23,2комн.,61.03,8557900
4-48,4,8,23,2комн.,58.66,8225500
4-49,4,9,23,2комн.,61.03,8561800
4-5,4,3,23,1комн.,40.66,6201600
4-56,4,9,23,2комн.,58.66,8229300
4-57,4,10,23,2комн.,61.03,8687400
4-6,4,3,23,2комн.,65.34,9141200
4-63,4,10,23,3комн.,87.99,12109700
4-64,4,10,23,2комн.,58.66,8350100
4-65,4,11,23,2комн.,61.03,8691300
4-66,4,11,23,3комн.,88.21,12145600
4-7,4,3,23,3комн.,87.99,11894600
4-71,4,11,23,3комн.,87.99,12115300
4-72,4,11,23,2комн.,58.66,8353800
4-73,4,12,23,2комн.,61.03,8695300
4-79,4,12,23,3комн.,87.99,12121000
4-8,4,3,23,2комн.,58.66,8206700
4-81,4,13,23,2комн.,61.03,8699200
4-82,4,13,23,3комн.,88.21,12157000
4-86,4,13,23,2комн.,65.34,9313500
4-87,4,13,23,3комн.,87.99,12126600
4-88,4,13,23,2комн.,58.66,8361400
4-89,4,14,23,2комн.,61.03,8703100
4-9,4,4,23,2комн.,61.03,8542200
4-95,4,14,23,3комн.,87.99,12132300
4-96,4,14,23,2комн.,58.66,8365100
4-97,4,15,23,2комн.,61.03,8707100
4-98,4,15,23,3комн.,88.21,12168300
