rowid,building,floor,height,rooms,square,price
3-1,3,3,32,2комн.,60.9,8945500
3-10,3,4,32,3комн.,90.49,12865800
3-101,3,15,32,1комн.,40.73,6612600
3-102,3,15,32,2комн.,65.33,9736500
3-12,3,4,32,1комн.,40.88,6551200
3-126,3,19,32,2комн.,63.93,9610100
3-133,3,20,32,2комн.,63.93,9614200
3-14,3,4,32,2комн.,65.33,9599500
3-140,3,21,32,2комн.,63.93,9618400
3-146,3,22,32,2комн.,69.36,10439800
3-15,3,4,32,3комн.,88.11,12527400
3-153,3,23,32,2комн.,69.36,11269600
3-154,3,23,32,2комн.,63.93,10387300
3-16,3,4,32,2комн.,58.58,8607700
3-160,3,24,32,2комн.,69.36,11412400
3-161,3,24,32,2комн.,63.93,10518900
3-167,3,25,32,2комн.,69.36,11555100
3-168,3,25,32,2комн.,63.93,10650500
3-17,3,5,32,2комн.,60.9,8952500
3-174,3,26,32,2комн.,69.36,11742500
3-175,3,26,32,2комн.,63.93,10782100
3-181,3,27,32,2комн.,69.36,11885300
3-182,3,27,32,2комн.,63.93,10913700
3-188,3,28,32,2комн.,69.36,12028000
3-189,3,28,32,2комн.,63.93,11045300
3-195,3,29,32,2комн.,69.36,12170800
3-196,3,29,32,2комн.,63.93,11176900
3-2,3,3,32,3комн.,90.49,12861200
3-202,3,30,32,2комн.,69.36,12313600
3-203,3,30,32,2комн.,63.93,11308500
3-209,3,31,32,2комн.,69.36,12456300
3-21,3,5,32,1комн.,40.73,6529800
3-210,3,31,32,2комн.,63.93,11440100
3-216,3,32,32,2комн.,69.36,12670500
3-217,3,32,32,2комн.,63.93,11637400
3-23,3,5,32,3комн.,88.11,12533100
3-24,3,5,32,2комн.,58.58,8611500
3-25,3,6,32,2комн.,60.9,8956400
3-29,3,6,32,1комн.,40.73,6532400
3-3,3,3,32,1комн.,41.96,6722100
3-30,3,6,32,2комн.,65.33,9608000
3-31,3,6,32,3комн.,88.11,12538800
3-32,3,6,32,2комн.,58.58,8615200
3-33,3,7,32,2комн.,60.9,8960400
3-38,3,7,32,2комн.,65.33,9612200
3-39,3,7,32,3комн.,88.11,12544400
3-41,3,8,32,2комн.,60.9,8964300
3-49,3,9,32,2комн.,60.9,8964300
3-52,3,9,32,1комн.,40.88,6561700
3-54,3,9,32,2комн.,65.33,9616400
3-57,3,10,32,2комн.,60.9,9048900
3-6,3,3,32,2комн.,65.33,9596200
3-64,3,10,32,2комн.,58.58,8704200
3-65,3,11,32,2комн.,60.9,9052800
3-68,3,11,32,1комн.,40.88,6621100
3-69,3,11,32,1комн.,40.73,6596800
3-7,3,3,32,3комн.,88.11,12522900
3-70,3,11,32,2комн.,65.33,9711300
3-72,3,11,32,2комн.,58.58,8707900
3-73,3,12,32,2комн.,60.9,9060600
3-76,3,12,32,1комн.,40.88,6626400
3-77,3,12,32,1комн.,40.73,6602100
3-79,3,12,32,3комн.,88.11,12689500
3-8,3,3,32,2комн.,58.58,8604700
3-80,3,12,32,2комн.,58.58,8715500
3-81,3,13,32,2комн.,60.9,9064600
3-84,3,13,32,1комн.,40.88,6629000
3-85,3,13,32,1комн.,40.73,6604700
3-86,3,13,32,2комн.,65.33,9723900
3-87,3,13,32,3комн.,88.11,12695200
3-88,3,13,32,2комн.,58.58,8719200
3-89,3,14,32,2комн.,60.9,9072400
3-9,3,4,32,2комн.,60.9,8948600
3-93,3,14,32,1комн.,40.73,6609900
3-97,3,15,32,2комн.,60.9,9076300
