rowid,building,floor,height,rooms,square,price
3-1,3,3,32,2комн.,60.9,9034200
3-10,3,4,32,3комн.,90.49,13019800
3-101,3,15,32,1комн.,40.73,6645700
3-105,3,16,32,2комн.,60.9,9178600
3-106,3,16,32,3комн.,90.49,13228900
3-108,3,16,32,1комн.,40.88,6678700
3-109,3,16,32,1комн.,40.73,6654200
3-113,3,18,32,2комн.,60.9,9245700
3-117,3,18,32,1комн.,40.73,6699000
3-120,3,19,32,2комн.,60.9,9249400
3-123,3,19,32,1комн.,40.88,6726200
3-124,3,19,32,1комн.,40.73,6701500
3-126,3,19,32,2комн.,63.93,9709600
3-130,3,20,32,1комн.,40.88,6728700
3-133,3,20,32,2комн.,63.93,9713500
3-138,3,21,32,1комн.,40.73,6707000
3-140,3,21,32,2комн.,63.93,9718200
3-145,3,22,32,1комн.,40.73,6710000
3-146,3,22,32,2комн.,69.36,10548700
3-148,3,23,32,2комн.,60.9,9390900
3-150,3,23,32,1комн.,41.96,6975700
3-151,3,23,32,1комн.,40.88,6796200
3-153,3,23,32,2комн.,69.36,10695400
3-154,3,23,32,2комн.,63.93,9858100
3-155,3,24,32,2комн.,60.9,9510000
3-156,3,24,32,3комн.,90.49,13721300
3-157,3,24,32,1комн.,41.96,7057800
3-158,3,24,32,1комн.,40.88,6876200
3-159,3,24,32,1комн.,40.73,6850900
3-16,3,4,32,2комн.,58.58,8693600
3-160,3,24,32,2комн.,69.36,10831100
3-161,3,24,32,2комн.,63.93,9983200
3-162,3,25,32,2комн.,60.9,9629200
3-163,3,25,32,3комн.,90.49,13898400
3-164,3,25,32,1комн.,41.96,7139900
3-165,3,25,32,1комн.,40.88,6956100
3-166,3,25,32,1комн.,40.73,6930600
3-167,3,25,32,2комн.,69.36,10966800
3-168,3,25,32,2комн.,63.93,10108300
3-169,3,26,32,2комн.,60.9,9748300
3-17,3,5,32,2комн.,60.9,9041600
3-170,3,26,32,3комн.,90.49,14130800
3-171,3,26,32,1комн.,41.96,7247700
3-172,3,26,32,1комн.,40.88,7061100
3-173,3,26,32,1комн.,40.73,7035200
3-174,3,26,32,2комн.,69.36,11145000
3-175,3,26,32,2комн.,63.93,10233400
3-176,3,27,32,2комн.,60.9,9867500
3-177,3,27,32,3комн.,90.49,14307800
3-178,3,27,32,1комн.,41.96,7329800
3-179,3,27,32,1комн.,40.88,7141100
3-180,3,27,32,1комн.,40.73,7114900
3-181,3,27,32,2комн.,69.36,11280700
3-182,3,27,32,2комн.,63.93,10358400
3-183,3,28,32,2комн.,60.9,9986700
3-184,3,28,32,3комн.,90.49,14484900
3-185,3,28,32,1комн.,41.96,7411900
3-186,3,28,32,1комн.,40.88,7221100
3-187,3,28,32,1комн.,40.73,7194600
3-188,3,28,32,2комн.,69.36,11416400
3-189,3,28,32,2комн.,63.93,10483500
3-190,3,29,32,2комн.,60.9,10105800
3-191,3,29,32,3комн.,90.49,14661900
3-192,3,29,32,1комн.,41.96,7493900
3-193,3,29,32,1комн.,40.88,7301100
3-194,3,29,32,1комн.,40.73,7274300
3-195,3,29,32,2комн.,69.36,11552100
3-197,3,30,32,2комн.,60.9,10225000
3-198,3,30,32,3комн.,90.49,14839000
3-199,3,30,32,1комн.,41.96,7576100
3-2,3,3,32,3комн.,90.49,13014200
3-200,3,30,32,1комн.,40.88,7381100
3-201,3,30,32,1комн.,40.73,7354000
3-202,3,30,32,2комн.,69.36,11687800
3-203,3,30,32,2комн.,63.93,10733700
3-204,3,31,32,2комн.,60.9,10344100
3-205,3,31,32,3комн.,90.49,15016000
3-206,3,31,32,1комн.,41.96,7658100
3-207,3,31,32,1комн.,40.88,7461000
3-208,3,31,32,1комн.,40.73,7433700
3-209,3,31,32,2комн.,69.36,11823500
3-21,3,5,32,1комн.,40.73,6562500
3-210,3,31,32,2комн.,63.93,10858800
3-211,3,32,32,2комн.,60.9,10522800
3-212,3,32,32,3комн.,90.49,15281600
3-213,3,32,32,1комн.,41.96,7781300
3-214,3,32,32,1комн.,40.88,7581000
3-215,3,32,32,1комн.,40.73,7553200
3-216,3,32,32,2комн.,69.36,12027000
3-217,3,32,32,2комн.,63.93,11046400
3-23,3,5,32,3комн.,88.11,12682700
3-24,3,5,32,2комн.,58.58,8697200
3-25,3,6,32,2комн.,60.9,9045300
3-29,3,6,32,1комн.,40.73,6565000
3-3,3,3,32,1комн.,41.96,6755600
3-31,3,6,32,3комн.,88.11,12688100
3-33,3,7,32,2комн.,60.9,9049800
3-38,3,7,32,2комн.,65.33,9708100
3-41,3,8,32,2комн.,60.9,9053500
3-49,3,9,32,2комн.,60.9,9053500
3-57,3,10,32,2комн.,60.9,9138400
3-6,3,3,32,2комн.,65.33,9691300
3-64,3,10,32,2комн.,58.58,8790300
3-65,3,11,32,2комн.,60.9,9135400
3-68,3,11,32,1комн.,40.88,6649700
3-7,3,3,32,3комн.,88.11,12671900
3-72,3,11,32,2комн.,58.58,8787400
3-73,3,12,32,2комн.,60.9,9150300
3-77,3,12,32,1комн.,40.73,6635300
3-8,3,3,32,2комн.,58.58,8690000
3-80,3,12,32,2комн.,58.58,8801800
3-81,3,13,32,2комн.,60.9,9154800
3-84,3,13,32,1комн.,40.88,6662700
3-85,3,13,32,1комн.,40.73,6638200
3-86,3,13,32,2комн.,65.33,9820700
3-89,3,14,32,2комн.,60.9,9162300
3-9,3,4,32,2комн.,60.9,9037900
3-93,3,14,32,1комн.,40.73,6643200
3-97,3,15,32,2комн.,60.9,9166000
